gene,Y05,Y023_5,E05,R2,PA,Sierra
"dp_gene1",-0.625320003407073,1.21711726805216,0.230874502772816,0.202835377466403,0.0241541519393405,1,0.283887084623339,0.0475609484798885
"dp_gene10",-0.158705540585359,4.08377510984423,0.548135333432212,0.224624087654666,0.661548717014374,0.75494118208669,0.249147595079784,0.470147083523681
"dp_gene100",0.637770105284361,0.887049176289692,0.166188870669037,0.230432928730522,0.509199332073445
"dp_gene10000",0.0143546282010676,0.6901791188388,1,1
"dp_gene10001",-0.35571998827994,5.41818444628325,0.0263956920392744,5.14858361012409e-05,0.0267830686739471,0.0742590664232042,0.554799619772655,0.53255454487057
"dp_gene10002",-0.602027365707268,1.73076707119421,0.10736453840784,0.125562192512533,0.690161146065009,0.570082070727655,0.947383628855487,0.673227350905838
"dp_gene10003",-0.00717589545071443,5.13412110556007,0.964568550783385,0.457647798181963,0.645433179557094,0.944865716273262,0.810892158692564,0.887367261942487
"dp_gene10004",0.108493665476031,4.60216077765213,0.615574147646775,0.0619734124056718,0.814972715589841,0.501743672910301,0.614503847846704,0.77417623109163
"dp_gene10005",0.371988209640963,7.84967118141553,0.00692557769971605,0.38215911425215,0.0061897213504471,1.25771438188956e-08,0.048486586035715,0.379796170984015
"dp_gene10006",0.539052551027015,7.67894889902379,0.000200654322917678,0.08775283496198,0.00293965584987204,8.90413076392586e-09,0.141451007065347,0.462654518922373
"dp_gene10007",-0.119123821615188,6.85196041419404,0.605493346388741,0.00674135191348627,0.74418138158672,0.809045793238173,0.589856068077529,0.86849235033361
"dp_gene10008",-0.00249413205903886,4.02145055076582,0.988917502387567,0.455105694690993,0.681380195704974,0.302468845334015,1,0.905258272651812
"dp_gene1001",0.821579021283025,2.6451129772494,0.0108084972638013,0.877633896340934,0.269093683524963,0.967316094579726,0.123804835756015,0.318631845266858
"dp_gene10010",-0.098748403869235,2.88233593421975,0.696717072202277,1,0.651262227509108,0.341334916997722,0.899726650590635,0.922929196677369
