"logFC","logCPM","PValue"
"dp_gene10056",-0.551482780898429,1.4579795995184,0.127153421940917
"dp_gene10057",0.164767742473269,5.59061038174431,0.26838770397162
"dp_gene10058",0.366019561557794,5.69520469698138,0.00951971996296939
"dp_gene10059",-0.0842522793491709,4.18095236872978,0.703605227620186
"dp_gene1006",-0.140935390989979,3.78416735969262,0.535776974905537
"dp_gene10062",0.0457744870351625,5.88893414917228,0.782281900063066
"dp_gene10063",-0.243522248009898,0.820126186076485,0.734585491188204
"dp_gene10064",-0.00133442713628488,5.1494569067953,0.992734640848294
"dp_gene10065",0.170531562451787,3.51144019145007,0.45781073623464
"dp_gene10066",0.310393621123145,9.40039436141139,0.361367100531608
"dp_gene10067",-0.0839670267631913,5.26938423452321,0.731594509270347
"dp_gene10068",-0.0557908222693549,5.66019459202307,0.702227206289844
"dp_gene1007",0.639976087509267,1.79494163292306,0.0734608322553673
"dp_gene10070",-0.132804873990721,5.91242709014193,0.433151661656078
"dp_gene10071",-0.400968429946092,2.11641612646059,0.249636603699613
"dp_gene10073",0.133892014280161,5.49637686514897,0.38884268441241
"dp_gene10075",-0.122265812005198,10.0694831640415,0.608653174867053
"dp_gene10076",0.462750163930196,0.704266677181825,0.382897797576493
"dp_gene10077",-0.2908288749375,1.80138054004803,0.440431096667796
"dp_gene10078",0.23920306872799,1.18255401425939,0.577564092645007
"dp_gene10079",0.0257574066017997,6.99990845370288,0.855154966652424
"dp_gene1008",0.577245451006807,1.18479657780605,0.117157221078458
"dp_gene10080",0.32404853677073,2.53883588313112,0.315461990869926
"dp_gene10081",0.0717863642350857,3.77120236503259,0.781455277076238
"dp_gene10082",-0.00592536846457398,4.56413614363078,0.979897512619526
"dp_gene10083",-0.0554426463814711,9.3097740500317,0.69129613938086
"dp_gene10084",0.0849216122255506,2.57111439718777,0.85615410498138
"dp_gene10085",-0.0900359193903273,1.46683522710805,0.822221983537719
"dp_gene10086",0.0597790681219594,3.9901557143508,0.847406391801768
"dp_gene10087",0.30132178186423,1.42984503580995,0.664429240514099
"dp_gene10088",-0.229774142310393,4.50634007405816,0.305207840165692
"dp_gene10089",0.0966871431990481,1.21663469588282,0.835077909908253
"dp_gene10090",-0.841917930353005,2.07980110276508,0.0118541157396806
"dp_gene10091",-0.197393865789471,5.93254695234282,0.242604299281603
"dp_gene10092",0.016530929449793,7.56707952751532,0.917712176205694
"dp_gene10093",-0.0915975578978128,11.0699332697124,0.551786013638184
"dp_gene10094",-0.174832388096131,7.08727428374024,0.235964221156879
"dp_gene10096",-0.1223615924395,7.46577729837594,0.361892343740994
"dp_gene10098",-0.376580419907309,3.48978723290755,0.152836870989633
"dp_gene10099",-0.100616163845005,3.42855809315513,0.738541851470466
"dp_gene10100",-0.422695319755784,2.29152503966509,0.167023921165824
"dp_gene10101",-0.355978297227896,3.27176949833665,0.27256929507377
"dp_gene10102",-0.125060075981424,4.56707660648549,0.555148420097342
"dp_gene10103",-0.170307707569396,4.34175223061473,0.422015585375001
"dp_gene10104",0.0443193894523332,3.85311162874765,0.891004062951092
"dp_gene10105",-0.0564865194113672,6.20653389018697,0.669718953440738
"dp_gene10106",0.0857126079526636,5.84538508820679,0.580654086305803
"dp_gene10107",-0.102904995957969,7.05757606233282,0.486471958225835
"dp_gene10108",0.00452793407281163,7.58440870184755,0.975922380652736
"dp_gene10109",0.103732210066646,4.12439074568409,0.766434072699811
"dp_gene1011",0.162387073885461,3.04747051952836,0.691469914045148
"dp_gene10110",0.0605631889773361,7.28362650952003,0.683569958257628
"dp_gene10111",-0.398340771815115,2.20628084433074,0.16893152046872
"dp_gene10114",0.153813644378904,7.11557555350766,0.341357652666485
"dp_gene10116",0.108699640123806,2.36782851847839,0.814228334356676
"dp_gene10118",0.296399667299637,2.99138833943498,0.24144522321158
"dp_gene1012",-0.864232636008263,3.02125332196455,0.127130972144819
"dp_gene10120",0.0285573493142087,5.10647683928798,0.884305800596282
"dp_gene10122",0.0955006752331408,8.26692444112155,0.580929786202475
"dp_gene10123",0.230405825728669,3.35344201976279,0.376667190040233
"dp_gene10124",-0.596595457954811,3.73023924118424,0.0136458552907733
"dp_gene10125",0.00619506930044306,6.36420497272834,0.96225088209242
"dp_gene10126",0.0474181224376594,6.12168820739391,0.730630156184763
"dp_gene10127",0.151593603367013,1.32498063321101,0.718932057431029
"dp_gene10128",0.177220493517041,3.94706474583661,0.395849106020707
"dp_gene10129",-0.2242610957425,2.30077440192247,0.500377275731366
"dp_gene1013",-0.181574526552103,5.50078481051735,0.426838495315479
"dp_gene10130",-0.0294294047855621,0.579143591440272,1
"dp_gene10131",0.32937901222835,3.19873007299759,0.199881725306885
"dp_gene10132",0.105574685667018,4.06221614059044,0.661975154937428
"dp_gene10133",0.0104861724015453,6.41127347271866,0.948663920050857
"dp_gene10134",0.163941110103516,5.44720905779065,0.305542207136161
"dp_gene10137",-0.168277225893666,4.76138754466911,0.328006383314999
"dp_gene10138",0.228278052202815,4.52576829972185,0.223485934562105
"dp_gene10139",0.101439714721842,3.80785888606689,0.664620486553887
"dp_gene10140",0.270747713917934,3.35378527213338,0.276487526422015
"dp_gene10141",-0.399766698397078,2.97275075938079,0.120568024690333
"dp_gene10142",0.192033249596053,4.47708668487495,0.431545564435801
"dp_gene10143",0.0326678359334091,4.88881324369273,0.851622126681368
"dp_gene10144",-0.0810349939268761,7.12888622836534,0.558067802629777
"dp_gene10146",0.120074891956735,2.95711889141156,0.649834852434271
"dp_gene10147",-0.0741718302964831,8.80723047617134,0.599045954201955
"dp_gene10148",0.0135964779516585,5.5802817798035,0.944375190129187
"dp_gene10149",-0.191395278743328,4.28823090280258,0.443662253669383
"dp_gene1015",-0.185890758679238,3.75149962871019,0.486338984822066
"dp_gene10150",-0.0860238645750547,9.34206792466295,0.605117268902356
"dp_gene10151",-0.653761583465908,1.45047737401822,0.15368086395202
"dp_gene10152",0.142054259211098,4.9183169227456,0.651427778131275
"dp_gene10153",0.144529642722366,1.9283833463098,0.752956087231845
"dp_gene10154",-0.0585649267416843,7.90591211031488,0.690729234703331
"dp_gene10155",-0.0545772250637226,6.33173314304979,0.786154599839879
"dp_gene10156",0.00616352399179064,7.48265806963836,0.963529789550635
"dp_gene10158",-0.247301774571666,4.47694008379453,0.219383870885019
"dp_gene10159",0.0542288915875248,5.46798527384344,0.728176399124723
"dp_gene10160",-0.688195101554229,5.2931545750171,4.56027573693806e-05
"dp_gene10161",0.0378855104706788,6.33126242547815,0.830457647805552
"dp_gene10162",-0.0349196251706439,9.06150875300246,0.81723912861378
"dp_gene10163",-0.120533651277577,4.55254178944899,0.60245486663902
"dp_gene10164",0.0778321708506025,1.35450366504887,0.911157059020852
"dp_gene10167",0.0543000699098241,0.559224517300961,1
"dp_gene10168",0.0488533887569133,3.67670660018712,0.872155876010266
"dp_gene1017",0.0779432603020254,1.55336622493456,0.896021568319434
"dp_gene10170",-0.00417689482767871,4.24595093196168,1
"dp_gene10172",0.667964101018193,2.07544282032756,0.136397958564441
"dp_gene10173",-0.520251136877923,4.53459536162726,0.0394521412678318
"dp_gene10175",-0.227350441170743,4.78836074906224,0.212468142311994
"dp_gene10176",-0.389317129916339,3.1628151135247,0.15547544905063
"dp_gene10177",0.0625701065488751,3.23824271724782,0.808456410325405
"dp_gene10178",0.0661286102474635,1.38445804399245,0.882459274498595
"dp_gene10180",0.0916935981850783,3.54019196146501,0.741496624169303
"dp_gene10181",-0.0536434112492612,7.4369796332275,0.739730803273214
"dp_gene10182",-0.126699117685637,4.02670177782899,0.650723680745176
"dp_gene10183",-0.201185833976619,3.5099891142588,0.487425439865526
"dp_gene10184",0.133971505395026,6.79580389965366,0.366301528287841
"dp_gene10185",0.530844316387881,2.1723009720472,0.152419573243366
"dp_gene10186",0.127911020950184,6.77292404657365,0.388031456678111
"dp_gene10189",-0.138043934339588,3.87633658078932,0.522053576298151
"dp_gene10191",0.0633077618041089,3.93586177686331,0.812090748679412
"dp_gene10192",0.575479474182497,1.46360471459784,0.331350278488438
"dp_gene10193",0.358830592773612,1.91108301239459,0.428791084417303
"dp_gene10194",0.468520035525595,0.521994096631279,0.386026942324473
"dp_gene10195",-0.0166058001818034,6.44745309401984,0.927731305788917
"dp_gene10197",-0.0573650945763294,6.35945521278549,0.727031020585986
"dp_gene10200",0.316845548432979,3.52749740456424,0.31207535297654
"dp_gene10201",0.43017001643015,1.6581693011833,0.312110981845015
"dp_gene10202",0.0124693356015758,2.42051890002969,1
"dp_gene10203",0.023641897343101,3.42121459610193,0.947609855137807
"dp_gene10204",-0.23720053111849,6.56855009306557,0.136477406410831
"dp_gene10205",0.133161999275277,6.14647513502808,0.407689953016488
"dp_gene10207",0.348162714343229,3.96420109585645,0.149493365321855
"dp_gene10208",-0.0189580763181821,5.81831547180941,0.911464205612696
"dp_gene10209",-0.424059748400659,1.12032614060552,0.402550084129173
"dp_gene1021",-0.0458290765932956,7.80661383395604,0.730552264772687
"dp_gene10210",-0.0101355803364826,4.93551000547271,0.951509767706488
"dp_gene10211",0.112645952864513,5.60845239837343,0.456652609808938
"dp_gene10212",-0.176366525213993,3.76418823292418,0.453367865350914
"dp_gene10213",-0.129460727748831,4.17626537997785,0.535486678318745
"dp_gene10215",0.234284470109768,6.14630767607043,0.151373141791723
"dp_gene10217",-0.314895979091003,0.976547484850829,0.557920411200397
"dp_gene10218",0.00271979525124693,4.38728435842492,1
"dp_gene10219",0.175116493729089,3.39133127953066,0.472127193973242
"dp_gene1022",0.0580325482035058,3.87155303137075,0.840909272938479
"dp_gene10221",0.212340807141473,1.43215316626917,0.647231151920875
"dp_gene10222",0.369888978769071,3.47068439908303,0.191016161724558
"dp_gene10227",-1.02554206100445,0.79240607283734,0.187689273988716
"dp_gene10229",-0.454476719109285,2.64821141679838,0.687194742072599
"dp_gene10230",0.293057733110771,2.72152803421175,0.524794222762422
"dp_gene10231",0.0764861240708548,2.08157710577846,0.852255319687539
"dp_gene10237",-0.262003500501138,1.35206338195442,0.511850276378235
"dp_gene10238",0.497306461097955,1.60755655362531,0.324987668797475
"dp_gene1024",-0.145697851086067,4.48937106291017,0.4735736770737
"dp_gene10246",-0.307651240145312,2.09264880780377,0.425613315587642
"dp_gene10248",-0.161181250134203,1.72455035099179,0.723309457216097
"dp_gene10250",0.0139366173934147,1.1927173283765,0.999999999999999
"dp_gene10256",-0.410727118764096,2.56693464102136,0.111953980864941
"dp_gene10257",-0.0824068390539334,2.47075339595779,0.798235907301323
"dp_gene1026",-0.321149021757952,3.53262388795254,0.168365456515359
"dp_gene10260",0.351003722135222,2.61164525911654,0.450107703615141
"dp_gene10261",0.340865065871101,5.92326816466277,0.0159462910428717
"dp_gene10263",-0.377603332544839,4.87842247886988,0.0898060577575776
"dp_gene10264",-0.378543783108218,4.89432176663002,0.259033262821586
"dp_gene10265",-0.0662212586327997,4.14503955605089,0.766622599011145
"dp_gene10266",-0.125457275376305,6.73895993376451,0.454529171458386
"dp_gene10268",0.11570671217585,0.978413476723085,0.81011731649029
"dp_gene10272",-0.29075916495615,2.0573677244285,0.358289808409815
"dp_gene10273",-0.189662287837212,5.78697715273942,0.340976718107505
"dp_gene10274",-0.0634995223040088,0.876885144043014,0.933490107448017
"dp_gene10276",1.98577502822944,3.61295908160496,7.03289617003515e-07
"dp_gene10277",0.723940018946479,1.52709713127844,0.030055238770093
"dp_gene10278",-0.245837564153046,2.10699643249832,0.533337154457757
"dp_gene10281",-0.120879298674924,5.29316129249483,0.691002722179249
"dp_gene10283",0.337351411380138,2.91501916876208,0.33936786797405
"dp_gene10284",0.449243783795269,1.91359699205562,0.323159511591543
"dp_gene10285",0.341472674256818,3.71861557583269,0.409423527482189
"dp_gene10288",-0.233145571987113,2.33650437369795,0.650829548958109
"dp_gene1029",0.16180524318382,0.617251223286412,0.758713330445464
"dp_gene10291",0.188699719596933,3.95905470661818,0.556487984450477
"dp_gene10292",-0.282806332321367,4.97727370285987,0.111290759630653
"dp_gene10294",-0.189121001336261,3.48624585011442,0.473395179183858
"dp_gene10295",-0.224875311073718,0.78393667071255,0.705563993679309
"dp_gene10297",-0.0485430921318874,6.20674017735373,0.791696495044707
"dp_gene10298",-0.0945192524096812,1.05980191326224,0.867392620388002
"dp_gene10299",-0.0474294740321568,5.46983114499779,0.824872662262575
"dp_gene103",0.102801885543251,6.48447860730345,0.516107312640971
"dp_gene10306",-0.330161188593626,4.11796908441204,0.157363029345482
"dp_gene10307",-0.136442906414542,3.61262632633971,0.565295543623465
"dp_gene10308",-0.0544088996998748,1.73698041322016,0.954594774238413
"dp_gene1031",-0.0629453189412499,2.55435613536515,0.899497935251876
"dp_gene10311",-0.593407252045403,1.54351348737568,0.437736956755034
"dp_gene1033",-0.163073489957796,1.3129816721377,0.721140666138371
"dp_gene10337",-0.281747955105044,2.98826910992123,0.372564345054543
"dp_gene10338",0.12058419257854,10.7677957762471,0.459332480350357
"dp_gene1034",-0.285537325174991,1.49414995669475,0.573903479641828
"dp_gene10340",-0.259845884722044,2.29217948705946,0.414409184705631
"dp_gene10342",0.0569063154916783,0.755297256572326,1
"dp_gene10343",-0.473228102287426,0.486211436024914,0.421745218210663
"dp_gene10344",0.0283125950409768,4.0980223471606,0.916247794534477
"dp_gene10345",0.0515979533825682,0.908681100918449,0.999999999999999
"dp_gene10346",-0.121826936140487,6.0094958246797,0.374943886576841
"dp_gene10347",-0.200321572840035,4.02652477338697,0.369514495859661
"dp_gene10348",0.0341388117038924,3.99288315297439,0.887060442126724
"dp_gene10349",-0.0708769335429836,2.35230800075432,0.911801125916793
"dp_gene1035",-0.25446708061084,5.52364517032958,0.168853296663104
"dp_gene10352",-0.122871785972925,3.90237073621942,0.765043095800668
"dp_gene10359",0.307991378721305,0.963724548519717,0.623280570093906
"dp_gene1036",0.204389956307599,5.08350588723298,0.541118184962
"dp_gene10361",0.217414210894393,2.80101124371979,0.383361287316453
"dp_gene10362",-0.199771037101848,1.19748394114373,0.838031475227112
"dp_gene10367",0.0378055039309267,6.21535213625878,0.836815572668348
"dp_gene1037",-0.34507389847969,4.81752872530795,0.312262792040195
"dp_gene10372",-0.402162826478302,1.24501804709753,0.395956135416751
"dp_gene10374",0.283874145348402,4.54878479820013,0.166648513367941
"dp_gene10375",0.285080452317238,2.92506089151889,0.272386613867282
"dp_gene10380",0.0988534082737079,1.98920910634596,0.826465801669791
"dp_gene10381",-0.0655432379761446,1.38562975253669,0.948552720512742
"dp_gene10383",0.032157983520033,1.38970235350037,1
"dp_gene10385",0.00321305140380593,6.5730062185016,0.990813571646839
"dp_gene1039",-0.496357148293768,4.19490160716927,0.0290279075839225
"dp_gene10390",-0.182622095854885,4.40779269802178,0.364039969507174
"dp_gene10392",-0.139781071070032,6.26356276478639,0.419761578485354
"dp_gene10393",0.120481964613346,4.87886792024325,0.498141316875895
"dp_gene10394",0.0669610058657429,5.77761471459642,0.697169693872802
"dp_gene10395",0.0720620020350145,5.14932537796608,0.666597201726707
"dp_gene10398",-0.226582481806918,4.11461057997855,0.41224721489773
"dp_gene10399",0.0649721162700577,7.32120843141059,0.719307560097467
"dp_gene104",0.247076530987352,1.18518767958544,0.563586866268669
"dp_gene1040",0.0833173390771213,0.403833617185849,1
"dp_gene10401",0.249474290567031,3.52613036862085,0.338998982728207
"dp_gene10402",-0.163863791643426,6.1577491546806,0.31499667424912
"dp_gene10403",0.0497908837072824,4.48066653341139,0.831025589535051
"dp_gene10404",-0.0829854888987583,5.40696445852205,0.627225394946204
"dp_gene10405",-0.220878075427033,3.43755415975561,0.421781178879839
"dp_gene10406",0.0660998586146592,2.21872622891902,0.870301568698791
"dp_gene10412",-0.253759968705553,6.15405185036017,0.389149777335092
"dp_gene10413",0.261281167340201,3.91677763653015,0.296367441904391
"dp_gene10415",0.188435145615715,6.67390582505531,0.164731444967439
"dp_gene10416",-0.128139680464715,1.49031691004551,0.858951421719419
"dp_gene10417",-0.0654217147497411,5.8299595567968,0.670482460134336
"dp_gene10418",-0.139576693635846,1.55732803278659,0.740546336854036
"dp_gene10420",0.126399488068751,2.75894613696137,0.775499198206462
"dp_gene10422",-0.0314011926209938,1.37066934185972,0.931216177197879
"dp_gene10424",-0.0293015594555823,4.23300390401542,0.895759858949211
"dp_gene10426",0.0378925675703696,6.96361584925513,0.872932559122628
"dp_gene10427",0.251268152651759,1.90335912976415,0.584325948287024
"dp_gene10428",-0.0373653308641224,3.69485567786781,0.909606875501565
"dp_gene10429",-0.164873242803302,0.935130159770555,0.819696415702843
"dp_gene1043",0.182429055773102,4.131671999555,0.664973037095746
"dp_gene10431",-0.228361394886628,7.47991970467949,0.1422994597368
"dp_gene10435",0.154603237021322,7.11168964332132,0.244874508152517
"dp_gene10436",0.0382935105522349,6.79415297634477,0.803122866902599
"dp_gene10437",-0.0541285446587667,6.38851651147923,0.751360934059056
"dp_gene10438",-0.398228714360639,7.70405712334144,0.125192121219933
"dp_gene1044",-0.132427055915926,5.41530523704953,0.618416872223223
"dp_gene10441",-0.235668140962879,7.26166762373789,0.0966914847715736
"dp_gene10443",0.0305526213852769,3.82131001207514,0.886879954412799
"dp_gene10444",-0.00036994415214191,5.65955761752479,0.999398885224348
"dp_gene10445",0.139688626305899,3.58463763471693,0.606394345728512
"dp_gene1045",0.0740314230652697,4.76490732788199,0.705917663610315
"dp_gene10452",0.268945519335452,1.26937809744612,0.568528821631159
"dp_gene10454",0.0713730502656069,5.0042678741734,0.700893888459171
"dp_gene10455",-0.272897274895394,1.73853171621124,0.44444280877495
"dp_gene10456",-0.313868825191379,4.83145312305076,0.112150393131203
"dp_gene10457",-0.292007230940576,0.76584741717125,0.602466478753248
"dp_gene10458",0.0596142332230727,5.25741970413657,0.756706442969002
"dp_gene10459",-0.0178766506513586,5.96098616882852,0.95281417186319
"dp_gene1046",0.099134359014465,5.29612849484841,0.589267900108716
"dp_gene10462",0.0983711685357597,8.55015546387169,0.630953726168756
"dp_gene10463",-0.0786631244091098,7.02483465719262,0.575819653693714
"dp_gene10464",0.134502653922443,4.34334842697854,0.530125803327359
"dp_gene10465",-0.0231286224348802,6.11823483815065,0.907349466104952
"dp_gene10466",-0.231389351206352,3.73034854916635,0.49480954191464
"dp_gene10472",-0.0255028515993078,6.13934456431647,0.878451337051733
"dp_gene10473",0.133695963397511,3.03070695094548,0.63295791081781
"dp_gene10474",0.107584449781366,3.12487626572106,0.658088684324559
"dp_gene10475",-0.671775616984458,3.00116291481414,0.1661695594855
"dp_gene10476",-0.815793836998972,1.17647210419911,0.0991522731210843
"dp_gene10478",-0.597941168037627,4.49077025379476,0.0246995942402243
"dp_gene10479",-0.244721801327132,3.87199859323294,0.241450378220113
"dp_gene10480",0.139377217135374,5.98751375488971,0.343095765063322
"dp_gene10481",0.287704814410005,6.343065116206,0.401958199642108
"dp_gene10482",0.0441363974798481,5.33923043035226,0.807400160079952
"dp_gene10483",-0.043998113158428,5.51424746767549,0.773061003705104
"dp_gene10484",-0.00536580591857686,7.93251547639612,0.970416290498117
"dp_gene10485",-0.347974866999533,0.603736119527302,0.533879427087068
"dp_gene10488",-0.258752966525407,5.9620697052341,0.204211590667649
"dp_gene10489",0.0303703640679079,5.39190211435667,0.853570944891175
"dp_gene1049",-0.207585803101186,3.20550675698379,0.407385149115683
"dp_gene10490",-0.110309335408962,6.74165014960498,0.478064385100725
"dp_gene10492",0.0916854575061244,5.74288079000399,0.521275182780476
"dp_gene10493",0.025471539719537,4.05166689193654,0.912774830211577
"dp_gene10494",0.0716180541698982,5.48600072289339,0.70183922516992
"dp_gene105",-0.573256838530281,4.40036265748785,0.00510563560450781
"dp_gene1050",-0.894854163960824,3.80260724641436,0.0202894994505124
"dp_gene10501",0.0180769329222253,4.32730300150113,0.933227500455741
"dp_gene10502",-0.0706770564820538,6.52299731591375,0.726814386915389
"dp_gene10503",0.170736702604674,6.60722316414683,0.199289894006114
"dp_gene10504",-0.0758967579078656,4.02259504387243,0.742892761707695
"dp_gene10505",-0.085838421333651,5.91515923461039,0.554196908188424
"dp_gene10507",-0.0648158691572006,7.71604323922488,0.644499490952829
"dp_gene10508",-0.0320818710608517,9.00544490962377,0.84543987407355
"dp_gene1051",-0.455920899576611,3.52463864023967,0.172523838660592
"dp_gene10514",-0.348554857278302,2.67628079456476,0.269411680871269
"dp_gene10515",-0.115521574898766,4.02456654692034,0.68848331761943
"dp_gene10516",0.258503477329571,3.34779039548303,0.427822565241886
"dp_gene10517",-0.0276476103693723,3.33180950797268,0.944812530844206
"dp_gene10518",0.39953684359249,3.8738988298996,0.190621131619458
"dp_gene10519",-0.143028402479361,6.80533766681308,0.343979803348427
"dp_gene10520",0.627471449241829,5.60437424831762,4.10330705534053e-05
"dp_gene10521",0.0614245429487125,4.49521706882781,0.744371260807203
"dp_gene10522",-0.307839409679239,3.28749665624911,0.462919139825828
"dp_gene10523",-0.180146229738991,4.52051593972918,0.600655402304645
"dp_gene10524",0.378068378445549,8.28672077537638,0.321980501133807
"dp_gene10526",-0.797013781517986,0.482916858292167,0.13660922699595
"dp_gene10527",0.476886563043257,0.956414609816162,0.494214955443533
"dp_gene10529",-0.127302269798091,3.77127009578196,0.633559771619133
"dp_gene10530",-0.0513833099009253,6.77060588954017,0.729141103796284
"dp_gene10535",0.270187129803049,0.302271423207471,0.686944603935892
"dp_gene1054",0.0788716075209101,2.27468149739412,0.820648524914918
"dp_gene10548",-1.63218941152303,0.795005247469971,0.184293859717089
"dp_gene10549",-0.0264162298449957,6.14862748366035,0.912982349611687
"dp_gene1055",-0.0309806268659388,3.38128864010068,0.964474302784318
"dp_gene10550",0.0751919723475378,6.47343617556508,0.651513120770096
"dp_gene10551",0.0505113495976661,4.70274748058938,0.783059211675815
"dp_gene10552",0.0944502504058065,4.2050520329572,0.804136996275256
"dp_gene10553",-0.0750381574703253,4.14457995345015,0.797858351141533
"dp_gene10555",0.225014752841749,4.07185128332998,0.283715890670149
"dp_gene10556",0.356800592393476,4.63382825888775,0.345310013870485
"dp_gene10557",0.0792112349838463,6.85688146340571,0.565807968236854
"dp_gene10558",0.0718760750234803,6.25521541885391,0.607193465274787
"dp_gene1056",-0.0320721635942775,6.41823612662259,0.849783473050309
"dp_gene10560",-0.0820304502017322,5.58662939255585,0.631027866264395
"dp_gene10561",1.15634375616138,3.96756903675304,4.46003302456674e-07
"dp_gene10562",-0.179445355484637,4.36192805996597,0.495332602363165
"dp_gene10563",-0.101935172260461,6.4278870445888,0.479867331552134
"dp_gene10564",0.102527024343295,4.77895717607889,0.614949650270018
"dp_gene10565",0.0520768027623785,9.04299975852897,0.679771080244827
"dp_gene10566",0.0795232741309144,4.12363057863346,0.905032820839655
"dp_gene1057",0.436438857544211,4.24115400019472,0.0696368796256049
"dp_gene10572",0.246033235217009,1.20274022995434,0.586363127049481
"dp_gene10573",0.0837714512622843,6.56640394632698,0.628431540728651
"dp_gene10574",-0.121921381009469,4.49181794128391,0.637758505704251
"dp_gene10575",-0.110921836057667,7.27218803830991,0.447607772955987
"dp_gene10576",-0.107447647806947,2.85582602484099,0.725893136047012
"dp_gene10577",0.2316740684868,8.49644029452344,0.123534191456384
"dp_gene10578",-0.00566288333046219,7.98717726877077,0.980414797102788
"dp_gene10579",0.0262667889278307,6.44945616588035,0.91619124379054
"dp_gene1058",-0.230183902787413,5.77697937683393,0.100463757095571
"dp_gene10580",0.0643148973437972,7.02255438428783,0.754223784680623
"dp_gene10581",0.145384987070147,7.29323483990814,0.394313514625013
"dp_gene10582",0.215876664890132,6.71114112513036,0.283678321793761
"dp_gene10585",0.403799922496204,5.63531835084361,0.00599112145303558
"dp_gene10587",-0.171508946848556,3.81591950223738,0.545628551397403
"dp_gene10588",0.0278516127843969,4.28770761125736,0.923576734900092
"dp_gene10589",0.427093440083776,4.38511909672308,0.293992759969681
"dp_gene1059",-0.289110240379989,4.49330844368636,0.166952170073083
"dp_gene10591",0.151268050237915,4.05632511979423,0.750877387254968
"dp_gene10592",0.594220651289055,0.327800970248492,0.418688561238485
"dp_gene10593",0.209334304037383,6.88019715481904,0.67642397841488
"dp_gene10594",0.275924553060126,3.99871392141221,0.395505233033179
"dp_gene10598",-0.0111501693764706,6.12679760742348,0.939557292837468
"dp_gene106",-0.0174055146669436,2.54188884587236,1
"dp_gene1060",-0.0930374535729677,8.33196464834809,0.488301179750078
"dp_gene10600",-0.216398801781777,2.41626227931947,0.486527291914963
"dp_gene10602",-0.0108511479112273,1.83490138115889,1
"dp_gene10603",-0.332576903758429,0.602678862390239,0.609984241186971
"dp_gene10604",-0.0582344942126657,0.670853612049635,0.999999999999999
"dp_gene10605",0.16643166156138,2.5924841821404,0.559518737779626
