"dp_gene10234",-1.32263458083068,Y023_5
"dp_gene10236",-1.06793900523172,Y023_5
"dp_gene10321",-0.717766744242436,Y023_5
"dp_gene10328",-1.25345839858177,Y023_5
"dp_gene10637",-0.276797494051808,Y023_5
"dp_gene10665",-1.42827728058778,Y023_5
"dp_gene10667",-1.18864259576394,Y023_5
"dp_gene10679",-0.625841948517402,Y023_5
"dp_gene10681",-1.74556245441167,Y023_5
"dp_gene10682",-0.479770289498788,Y023_5
"dp_gene10687",-2.16892711108937,Y023_5
"dp_gene10718",-0.265708766137103,Y023_5
"dp_gene10966",0.126987635144205,Y023_5
"dp_gene10968",-2.69352098143599,Y023_5
"dp_gene11070",0.408358962087293,Y023_5
"dp_gene11107",-1.07239675720237,Y023_5
"dp_gene11195",-1.53024012557815,Y023_5
"dp_gene11201",-1.29053914525404,Y023_5
"dp_gene11474",1.06078927356548,Y023_5
"dp_gene11547",0.122747120689036,Y023_5
"dp_gene11601",-1.07230781118498,Y023_5
"dp_gene11644",-0.487952233894514,Y023_5
"dp_gene11683",-0.900404240675859,Y023_5
"dp_gene11736",0.646830628752109,Y023_5
"dp_gene11809",-0.683650646089726,Y023_5
"dp_gene11811",-0.527831071933644,Y023_5
"dp_gene11828",-0.489103767485607,Y023_5
"dp_gene11847",-1.31740897700113,Y023_5
"dp_gene1185",-0.676940276304328,Y023_5
"dp_gene1201",-1.57107338655359,Y023_5
"dp_gene12270",-0.326828096481433,Y023_5
"dp_gene12371",-1.64303714212105,Y023_5
"dp_gene12393",-0.362390038859698,Y023_5
"dp_gene12520",-3.77528475135339,Y023_5
"dp_gene12528",-4.58638878838388,Y023_5
"dp_gene12634",-0.299079904220464,Y023_5
"dp_gene12672",-1.3573436062465,Y023_5
"dp_gene12674",0.486922033426832,Y023_5
"dp_gene12676",0.613380444070493,Y023_5
"dp_gene12706",-0.320708361739292,Y023_5
"dp_gene12726",-0.324179046825297,Y023_5
"dp_gene12755",-0.528328289836224,Y023_5
"dp_gene1284",-1.91808112303796,Y023_5
"dp_gene12966",-0.502095345940496,Y023_5
"dp_gene13114",-0.894572345573093,Y023_5
"dp_gene13201",-0.621449547394187,Y023_5
"dp_gene13315",-8.64579155280786,Y023_5
"dp_gene13320",-2.42941409202833,Y023_5
"dp_gene13806",-0.0301874373782181,Y023_5
"dp_gene13966",0.251960723032877,Y023_5
"dp_gene14047",-2.95532329009934,Y023_5
"dp_gene14063",-0.159480024001219,Y023_5
"dp_gene14155",-0.298356171591029,Y023_5
"dp_gene14202",-0.13855680339324,Y023_5
"dp_gene14355",-3.41704298448897,Y023_5
"dp_gene14385",-1.80267115222692,Y023_5
"dp_gene14679",0.100053722833627,Y023_5
"dp_gene14814",-2.1302662984906,Y023_5
"dp_gene14819",0.782430146148266,Y023_5
"dp_gene14841",-0.627391564984955,Y023_5
"dp_gene15118",-4.51903220744226,Y023_5
"dp_gene15722",-0.398941482519848,Y023_5
"dp_gene15789",-1.00628557341255,Y023_5
"dp_gene15992",0.299803148521005,Y023_5
"dp_gene16060",-0.0197030754216642,Y023_5
"dp_gene16146",-0.276082804377819,Y023_5
"dp_gene16562",1.42866867720237,Y023_5
"dp_gene16751",-0.859396548671544,Y023_5
"dp_gene16855",-1.70570229596515,Y023_5
"dp_gene17208",0.372342940413296,Y023_5
"dp_gene17245",0.24656490864724,Y023_5
"dp_gene17379",0.550517045443912,Y023_5
"dp_gene17422",-0.454130982864256,Y023_5
"dp_gene17464",0.762565989752625,Y023_5
"dp_gene17508",-0.000477610671677898,Y023_5
"dp_gene17571",0.193863331445108,Y023_5
"dp_gene17598",-0.23495752775538,Y023_5
"dp_gene17919",-1.96294546333773,Y023_5
"dp_gene18021",-2.47523674052535,Y023_5
"dp_gene18029",-1.65827364468783,Y023_5
"dp_gene18097",-0.508468234618447,Y023_5
"dp_gene18131",1.93889482835078,Y023_5
"dp_gene18762",-4.48139195338369,Y023_5
"dp_gene1894",-1.42706548804526,Y023_5
"dp_gene19002",-2.46972879876466,Y023_5
"dp_gene19181",-0.0406965526645647,Y023_5
"dp_gene19189",1.10632955529656,Y023_5
"dp_gene19231",-0.544694443876291,Y023_5
"dp_gene19322",-1.42774842769513,Y023_5
"dp_gene195",-1.94058054464778,Y023_5
"dp_gene19960",-0.00231082943474009,Y023_5
"dp_gene20638",-1.97784544699758,Y023_5
"dp_gene20661",-4.39957121809161,Y023_5
"dp_gene20724",-0.244717324210178,Y023_5
"dp_gene20806",1.29674245814936,Y023_5
"dp_gene20994",-0.63085067840264,Y023_5
"dp_gene21171",-10.2341118584189,Y023_5
"dp_gene21172",-6.657440788942,Y023_5
"dp_gene21333",0.355004462418573,Y023_5
"dp_gene21338",-4.69532130335072,Y023_5
"dp_gene21438",-1.01126488008651,Y023_5
"dp_gene21453",-1.77923835568268,Y023_5
